uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
a890d57a-1350-11df-a1f1-0026b9348838,,"INTRAVENOUS DRUG USE","Administering illicit drugs through direct needle injection.  A method of spread of HIV.",Finding,N/A,,,local: 105;MCL/CIEL: 105,,,,,,,,,,
e19c35f0-12f0-46c2-94ea-97050f37b811,,"MALE WHO HAS SEX WITH MEN","A male who has ever had sex with men.",Misc,N/A,,,MCL/CIEL: 160578,,,,,,,,,,
0ac89086-4751-4db8-96c5-cd62152d66ad,,"FISHING","Fishing is the activity of catching fish.",Misc,N/A,,,local: 6401;MCL/CIEL: 159674,,,,,,,,,,
93aa3f1d-1c39-4196-b5e6-8adc916cd5d6,,"MOST AT RISK PERSON FOR GETTING HIV INFECTION","Person whose behavior and/or occupation/activities puts them at a higher risk of getting HIV infection.",Question,Coded,a8af49d8-1350-11df-a1f1-0026b9348838;a890d57a-1350-11df-a1f1-0026b9348838;a89ff438-1350-11df-a1f1-0026b9348838;5da55301-e28e-4fdf-8b64-02622dedc8b0;e19c35f0-12f0-46c2-94ea-97050f37b811;a89ad3a4-1350-11df-a1f1-0026b9348838;0bd518b7-bfb7-4d80-85e9-7a7636369037;8e31a288-1a91-438b-8c88-768a61ba29ab;a8aaf3e2-1350-11df-a1f1-0026b9348838;0ac89086-4751-4db8-96c5-cd62152d66ad;5ebb18d6-8fab-43bc-898f-6428dcc24c1e;38e553c5-3744-4bd6-9a30-d582741ddb5d;b7d9878b-8ce9-4cdf-b6c3-a1545989c604;a4d337b6-4029-467f-9b16-629e24d05e15;add86571-a28f-4464-9f72-eb6ca72c6ee0;1e1af954-4a00-454a-ad55-c5f95c2e30b2;a2c49302-edb4-4baa-8440-2448eafd0ec1,,MCL/CIEL: 160581,,,,,,,,,,
f0a280e8-eb88-41a8-837a-f9949ed1b9cd,,"CONDOM PROMOTION AND PROVISION","The activity of promoting condom use, and providing condoms. ",Misc,N/A,,,,,,,,,,,,,
bf51f71e-937c-4da5-ae07-654acf59f5bb,,"COUPLES COUNSELLING ","Guidance on couples HIV testing and counselling including antiretroviral therapy for treatment and prevention in serodiscordant couples.",Misc,N/A,,,,,,,,,,,,,
91f43249-73c7-427c-8300-2038fc0d6be8,,"NEEDLE AND SYRINGE PROGRAM","A needle & syringe programme (NSP) or syringe-exchange programme (SEP) is a social policy based on the philosophy of harm reduction where injecting drug users (IDUs) can obtain hypodermic needles and associated injection equipment at little or no cost. ",Misc,N/A,,,,,,,,,,,,,
05656545-86be-4605-9527-34fb580534b1,,"TARGETTED RISK REDUCTION","Education activities related to HIV/STD prevention with the overall goal of reducing high-risk behaviors.",Misc,N/A,,,,,,,,,,,,,
a8a8aefc-1350-11df-a1f1-0026b9348838,,"FAMILY PLANNING SERVICES","none",Test,Coded,a89e2efa-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
9ce5dbf0-a141-4ad8-8c9d-cd2bf84fe72b,,"POSITIVE PREVENTION","HIV prevention interventions for those who are living with HIV and potentially sexually active.",Question,Coded,bf51f71e-937c-4da5-ae07-654acf59f5bb;05656545-86be-4605-9527-34fb580534b1;f0a280e8-eb88-41a8-837a-f9949ed1b9cd;91f43249-73c7-427c-8300-2038fc0d6be8;a89ad3a4-1350-11df-a1f1-0026b9348838;a8a8b352-1350-11df-a1f1-0026b9348838;a8934292-1350-11df-a1f1-0026b9348838;a8a8aefc-1350-11df-a1f1-0026b9348838;a89ecaa4-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 163560,,,,,,,,,,
f5e96501-deed-4c0a-9dce-116107b4d0d9,,"TRANSFER TO AMPATH FOR CARE","Question on encounter form: "Is this patient transferring to AMPATH for care?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
0f8b7f4e-1656-46b7-bc93-d1fe4f193f5d,,"TRANSFER IN CARE FROM OTHER CENTER, DETAILED","A complex question for "TRANSFER IN CARE FROM OTHER CENTER" and "freetext" for other.",Question,N/A,,35ed8aad-d6fa-429e-961a-c877e1ad4953;a8a06fc6-1350-11df-a1f1-0026b9348838;10bca44a-930f-46ae-b686-63ddb36a713f;489403cb-9d25-4d12-826b-1017b7da73e0,,,,,,,,,,,
a89c2f42-1350-11df-a1f1-0026b9348838,,"AMPATH","Academic Model for the Prevention and Treatment of HIV/AIDS.",Misc,N/A,,,local: 1286;MCL/CIEL: 1286,,,,,,,,,,
a89c301e-1350-11df-a1f1-0026b9348838,,"NON-AMPATH","Facilities which are not included within the AMPATH system.",Misc,N/A,,,MCL/CIEL: 1287;local: 1287,,,,,,,,,,
35ed8aad-d6fa-429e-961a-c877e1ad4953,,"TRANSFER IN CARE FROM OTHER CENTER","question on encounter form:  "TRANSFER CARE IN FROM OTHER CENTER"",Question,Coded,a89c301e-1350-11df-a1f1-0026b9348838;a89c2f42-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
489403cb-9d25-4d12-826b-1017b7da73e0,,"COUNTY GOVERNMENT OF KENYA","The counties of Kenya are geographical units envisioned by the 2010 Constitution of Kenya as the units of devolved government.",Question,Text,,,,,,,,,,,,,
5066b630-842b-4105-a66d-74f8aa50aacb,,"IN AMPATH CATCHMENT AREA","Clients already registered in AMPATH who come from the defined population of that particular facility/clinic.",Misc,N/A,,,,,,,,,,,,,
83df5f26-f97a-4cda-9c05-d0bdc6e4ebee,,"OUT OF AMPATH CATCHMENT AREA","Clients already registered in AMPATH but come from outside the catchment area of that particular site/clinic.",Misc,N/A,,,,,,,,,,,,,
65c5071a-0cf8-49d4-99d1-5f7da6ef6503,,"AMPATH CATCHMENT AREA","Is the client from AMPATH catchment area or not?",Question,Coded,a899b50a-1350-11df-a1f1-0026b9348838;5066b630-842b-4105-a66d-74f8aa50aacb;83df5f26-f97a-4cda-9c05-d0bdc6e4ebee,,MCL/CIEL: 160637;local: 6835,,,,,,,,,,
a46ff7ed-d319-423a-8b57-977f41498e0a,,"NON PROVIDER INITIATED HIV TESTING AND COUNSELLING","HIV test offer under non-provider initiated counseling and testing guidelines",Procedure,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,KENYA EMR: 164953,,,,,,,,,,
1219f85c-31dd-4212-92ac-77926fa5ba03,,"HIV TESTING SERVICES STRATEGY","HIV testing strategy",Question,Coded,a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a359a2-1350-11df-a1f1-0026b9348838;a46ff7ed-d319-423a-8b57-977f41498e0a;33e890f8-c492-4053-afad-215c4cf62626;58782117-ad52-4699-84f1-8a33a7bf77d6;a8a17bfa-1350-11df-a1f1-0026b9348838;a8a17cc2-1350-11df-a1f1-0026b9348838;a8a4636a-1350-11df-a1f1-0026b9348838,,KENYA EMR: 164956,,,,,,,,,,
a8a17b3c-1350-11df-a1f1-0026b9348838,,"VOLUNTARY COUNSELING AND TESTING CENTER","A HIV counseling and testing unit/center in which the process is initiated by the client voluntarily to test on HIV.",Misc,Coded,,,,,,,,,,,,,
f6dd6114-a212-4187-b76c-5b6fd8a9e7ba,,"PERPETUAL HOME-BASED COUNSELING AND TESTING","Ampath's original Home-based Counseling and Testing (HCT) Program has been sending counselors to visit each household to collect household and selected individual information in certain catchment areas. The Perpetual Home-based Counseling and Testing (P-HCT) takes a new approach to involve follow-up so that five designated counselors will be assigned to each catchment area for three years (till to the P-HCT program is completed). ",Misc,N/A,,,,,,,,,,,,,
a8a359a2-1350-11df-a1f1-0026b9348838,,"PROVIDER INITIATED TESTING AND COUNSELING","It is formerly known as Direct Testing and Counseling (DTC).  Now, it's called Provider Initiated Testing and Counseling (PITC) which means the provider counsels and encourages the patients to get tested instead of waiting for them to come and tested themselves.",Procedure,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 164163,,,,,,,,,,
ff3243bf-05f6-426d-aa49-969034962e45,,"ADULT INPATIENT SERVICE","A patient whose care requires a stay in a hospital. As opposed to an outpatient. This is specific to adults.",Misc,N/A,,,,,,,,,,,,,
3e5ad07b-2ced-4925-8264-cc4d8d1438d4,,"PEDIATRIC INPATIENT SERVICE","A patient whose care requires a stay in a hospital. As opposed to an outpatient. This is specific to pediatric services.",Misc,N/A,,,,,,,,,,,,,
a8a17d80-1350-11df-a1f1-0026b9348838,,"MATERNAL CHILD HEALTH PROGRAM","The Service offers support, information and advice regarding parenting, child health and development, child behavior, maternal health and well-being, child safety, immunization, breastfeeding, nutrition and family planning.",Misc,N/A,,,local: 2050;MCL/CIEL: 159937,,,,,,,,,,
a8a09ac8-1350-11df-a1f1-0026b9348838,,"OUTPATIENT SERVICES","A general out-patient clinic is a clinic offering a community general diagnoses or treatments without an overnight stay.",Misc,N/A,,,,,,,,,,,,,
a8934292-1350-11df-a1f1-0026b9348838,,"SEXUALLY TRANSMITTED INFECTION","Other predominantly sexually transmitted diseases, not elsewhere classified.",Diagnosis,N/A,,,,,,,,,,,,,
3ddd3de4-dbf1-4ae9-8caf-aca6383bfd5e,,"OSCAR PROGRAM","It is a project for Orphaned and Street Children AIDS Resource.",Misc,N/A,,,,,,,,,,,,,
7d2c77f9-091b-41d7-8608-aff8985fd708,,"TUMAINI","It is a project that seeks to improve the lives of street children and their needs by empowering them with Hope, Knowledge, Skills, Opportunities and Resources necessary for them to find their healthy alternative to street life.",Misc,N/A,,,,,,,,,,,,,
a8a3899a-1350-11df-a1f1-0026b9348838,,"HIV COMPREHENSIVE CARE UNIT","HIV Comprehensive Care Unit provides a variety of services (such as medical care, counseling, and mental health) to HIV patients.",Misc,N/A,,,,,,,,,,,,,
3e69faed-e56f-4ff1-8831-922224d6ae6b,,"SELF TEST","Patient does test on their own.",Misc,N/A,,,KENYA EMR: 165217,,,,,,,,,,
a8a17bfa-1350-11df-a1f1-0026b9348838,,"MOBILE VOLUNTARY COUNSELING AND TESTING","A HIV counseling and testing vehicle  in which the process is initiated by the client voluntarily to test on HIV.",Misc,Coded,,,,,,,,,,,,,
a8a17e48-1350-11df-a1f1-0026b9348838,,"POINT OF HIV TESTING","Program which the patient had their HIV testing done prior to receive AMPATH care.",Question,Coded,a8a17bfa-1350-11df-a1f1-0026b9348838;a8a17d80-1350-11df-a1f1-0026b9348838;a89fbedc-1350-11df-a1f1-0026b9348838;a8a17b3c-1350-11df-a1f1-0026b9348838;a890a96a-1350-11df-a1f1-0026b9348838;a8a17cc2-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a8b0b4-1350-11df-a1f1-0026b9348838;a8a359a2-1350-11df-a1f1-0026b9348838;a8a37996-1350-11df-a1f1-0026b9348838;a8a09ac8-1350-11df-a1f1-0026b9348838;f6dd6114-a212-4187-b76c-5b6fd8a9e7ba;ff3243bf-05f6-426d-aa49-969034962e45;3e5ad07b-2ced-4925-8264-cc4d8d1438d4;50d22d55-e6af-4a77-9283-2e901c3060ad;3e69faed-e56f-4ff1-8831-922224d6ae6b;9bc09285-7a04-4c81-a313-3a1c67f5c84a;a8a3899a-1350-11df-a1f1-0026b9348838;1219f85c-31dd-4212-92ac-77926fa5ba03;6b15e4fa-6897-4d69-adcf-5908abade719,,local: 2051;MCL/CIEL: 159936,,,,,,,,,,
6d557eec-82f7-4840-a865-a02ac69d93a5,,"DATE OF HIV DIAGNOSIS","Date the patient's HIV status was confirmed positive (+).",Finding,Date,,,MCL/CIEL: 160554,,,,,,,,,,
edda0fe9-73ba-4dbe-8739-dd8d0a8f1700,,"DATE HIV CARE PROGRAM ENROLLED","Date that the patient was enrolled into an HIV Care Program",Question,Date,,,MCL/CIEL: 160555;local: 7013,,,,,,,,,,
a89b33d0-1350-11df-a1f1-0026b9348838,,"WHO STAGE 1 PEDS","Convenience set.",ConvSet,N/A,,a8a783d8-1350-11df-a1f1-0026b9348838;a89801ec-1350-11df-a1f1-0026b9348838;a8a784b4-1350-11df-a1f1-0026b9348838,MCL/CIEL: 1220;local: 1220,,,,,,,,,,
a89b34ac-1350-11df-a1f1-0026b9348838,,"WHO STAGE 2 PEDS","Convenience set.",ConvSet,N/A,,a890e146-1350-11df-a1f1-0026b9348838;a8980b56-1350-11df-a1f1-0026b9348838;a8a4eb1e-1350-11df-a1f1-0026b9348838;a8a4d05c-1350-11df-a1f1-0026b9348838;a89b2ea8-1350-11df-a1f1-0026b9348838;a89b2dcc-1350-11df-a1f1-0026b9348838;a89b2cf0-1350-11df-a1f1-0026b9348838;a890dd18-1350-11df-a1f1-0026b9348838;a89b2b2e-1350-11df-a1f1-0026b9348838;a89b2c14-1350-11df-a1f1-0026b9348838;a8a19ce8-1350-11df-a1f1-0026b9348838;a89b6922-1350-11df-a1f1-0026b9348838;a8a19e6e-1350-11df-a1f1-0026b9348838;a8a372d4-1350-11df-a1f1-0026b9348838;a89cef0e-1350-11df-a1f1-0026b9348838;a8a37392-1350-11df-a1f1-0026b9348838;a89801ec-1350-11df-a1f1-0026b9348838,MCL/CIEL: 1221;local: 1221,,,,,,,,,,
a89b3588-1350-11df-a1f1-0026b9348838,,"WHO STAGE 3 PEDS","Convenience set.",ConvSet,N/A,,a8a4df98-1350-11df-a1f1-0026b9348838;a8a5a5fe-1350-11df-a1f1-0026b9348838;a8a8259a-1350-11df-a1f1-0026b9348838;a8a4f6fe-1350-11df-a1f1-0026b9348838;a89b3060-1350-11df-a1f1-0026b9348838;a8a4ed8a-1350-11df-a1f1-0026b9348838;a89b2f84-1350-11df-a1f1-0026b9348838;a89b313c-1350-11df-a1f1-0026b9348838;a8a5930c-1350-11df-a1f1-0026b9348838;a8909cfe-1350-11df-a1f1-0026b9348838;a89b3218-1350-11df-a1f1-0026b9348838;a8a3745a-1350-11df-a1f1-0026b9348838;a8a50c0c-1350-11df-a1f1-0026b9348838;a8a8209a-1350-11df-a1f1-0026b9348838;a8a8231a-1350-11df-a1f1-0026b9348838;a8a37518-1350-11df-a1f1-0026b9348838;a8a375cc-1350-11df-a1f1-0026b9348838;a8a37694-1350-11df-a1f1-0026b9348838;a8a37752-1350-11df-a1f1-0026b9348838,MCL/CIEL: 1222;local: 1222,,,,,,,,,,
a89b3664-1350-11df-a1f1-0026b9348838,,"WHO STAGE 4 PEDS","Convenience set.",ConvSet,N/A,,a8935d54-1350-11df-a1f1-0026b9348838;a8a4daca-1350-11df-a1f1-0026b9348838;a89b32f4-1350-11df-a1f1-0026b9348838;a8a829c8-1350-11df-a1f1-0026b9348838;a8a596a4-1350-11df-a1f1-0026b9348838;a8a59780-1350-11df-a1f1-0026b9348838;a8a5985c-1350-11df-a1f1-0026b9348838;a8a59938-1350-11df-a1f1-0026b9348838;a8a59bcc-1350-11df-a1f1-0026b9348838;a8a5a00e-1350-11df-a1f1-0026b9348838;a89b3060-1350-11df-a1f1-0026b9348838;a8a81fbe-1350-11df-a1f1-0026b9348838;a8957184-1350-11df-a1f1-0026b9348838;a8a4f834-1350-11df-a1f1-0026b9348838;a8983d88-1350-11df-a1f1-0026b9348838;a8a5a298-1350-11df-a1f1-0026b9348838;a8a83242-1350-11df-a1f1-0026b9348838;a8980034-1350-11df-a1f1-0026b9348838;a89ce5d6-1350-11df-a1f1-0026b9348838;a8a59f32-1350-11df-a1f1-0026b9348838;a8a37810-1350-11df-a1f1-0026b9348838;a8a378ce-1350-11df-a1f1-0026b9348838,local: 1223;MCL/CIEL: 1223,,,,,,,,,,
a898c6f4-1350-11df-a1f1-0026b9348838,,"SELF","Refers to the patient.",Misc,N/A,,,MCL/CIEL: 978;local: 978,,,,,,,,,,
01b957da-23bb-4862-819d-036364fe3faf,,"TREATMENT SUPPORTER","Person who supports patient's treatment and may attend clinic to pick up supplies, etc.",Misc,N/A,,,MCL/CIEL: 161642,,,,,,,,,,
a89cd352-1350-11df-a1f1-0026b9348838,,"NEIGHBOR","A general descriptive answer.. a patient's neighbor.",Misc,Coded,,,MCL/CIEL: 163502,,,,,,,,,,
a89cd410-1350-11df-a1f1-0026b9348838,,"INDIVIDUAL WHO PICKED DRUGS","Question on encounter form. Defines the &quot;individual who picked drugs&quot; for the visit. Currently only one of these options can be chosen, but this can and will change in the future.",Question,Coded,a89cd0fa-1350-11df-a1f1-0026b9348838;a898c32a-1350-11df-a1f1-0026b9348838;a89cd352-1350-11df-a1f1-0026b9348838;a8aaf07c-1350-11df-a1f1-0026b9348838;a898c1a4-1350-11df-a1f1-0026b9348838;a89cd280-1350-11df-a1f1-0026b9348838;a89cd1c2-1350-11df-a1f1-0026b9348838;a898c0dc-1350-11df-a1f1-0026b9348838;a8aaf234-1350-11df-a1f1-0026b9348838;a89ca06c-1350-11df-a1f1-0026b9348838;a89c9f54-1350-11df-a1f1-0026b9348838;a89c9e3c-1350-11df-a1f1-0026b9348838;a898c262-1350-11df-a1f1-0026b9348838;a89ca9ea-1350-11df-a1f1-0026b9348838;a898c4b0-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a171a0-1350-11df-a1f1-0026b9348838;a8a17394-1350-11df-a1f1-0026b9348838;a8a17470-1350-11df-a1f1-0026b9348838;a8a1752e-1350-11df-a1f1-0026b9348838;a8a175f6-1350-11df-a1f1-0026b9348838;a898c6f4-1350-11df-a1f1-0026b9348838;01b957da-23bb-4862-819d-036364fe3faf,,MCL/CIEL: 161643,,,,,,,,,,
a8989396-1350-11df-a1f1-0026b9348838,,"TRIMETHOPRIM AND SULFAMETHOXAZOLE","Combination antibiotic therapy.  First-line treatment for pneumocystis carinii pneumonia.",Drug,N/A,,,local: 916;MCL/CIEL: 105281,,,,,,,,,,
a890c9e0-1350-11df-a1f1-0026b9348838,,"DAPSONE","Antiparasitic agent most often used for leprosy, malaria, and pneumocystis carinii pneumonia infections.",Drug,N/A,,,MCL/CIEL: 74250;local: 92,,,,,,,,,,
a899e282-1350-11df-a1f1-0026b9348838,,"PATIENT REPORTED CURRENT PCP PROPHYLAXIS","Question on encounter form.  Other current medications used to provide PCP prophylaxis.",Question,Coded,a8989396-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;390ae3ca-e152-4792-89f8-1a55742bccec;a890c9e0-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1109;local: 1109,,,,,,,,,,
275eee16-c358-4f3a-ac16-e8f24659df87,,"PCP PROPHYLAXIS ADHERENCE SINCE LAST VISIT, DETAILED","A ConvSet for adherence which include "PCP prophylaxis  adherence since last visit" and "Medication reason"",ConvSet,N/A,,115c744a-cf54-469f-bd5f-820352ffe9be;a89ebbc2-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
115c744a-cf54-469f-bd5f-820352ffe9be,,"PCP PROPHYLAXIS ADHERENCE SINCE LAST VISIT","Good is greater or equal to 95% adherence. Fair is between 85-94% adherence. Poor is less than 85% adherence.",Question,Coded,a8b0f882-1350-11df-a1f1-0026b9348838;a73d20b3-d721-4763-a362-14a0c41a6b5e;fdaf8b47-ea14-4d28-80fa-e1da58a30e8b,,MCL/CIEL: 1680,,,,,,,,,,
a89cd032-1350-11df-a1f1-0026b9348838,,"NOT REFILLED","Answer on encounter form. Implies that a patient will not receive a refill in their current drug regimen.",Misc,N/A,,,,,,,,,,,,,
a89b7e12-1350-11df-a1f1-0026b9348838,,"PCP PROPHYLAXIS PLAN","Question on encounter form.  Collects information related to pneumocystis drug therapy plans.",Question,Coded,a89b7908-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;a89b77aa-1350-11df-a1f1-0026b9348838;a89b7d36-1350-11df-a1f1-0026b9348838;a89b7c50-1350-11df-a1f1-0026b9348838;a898c938-1350-11df-a1f1-0026b9348838;a89cd032-1350-11df-a1f1-0026b9348838;a89ccf6a-1350-11df-a1f1-0026b9348838;a8a00220-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1261;local: 1261,,,,,,,,,,
a8a07750-1350-11df-a1f1-0026b9348838,,"REASON PCP PROPHYLAXIS STOPPED, DETAILED","A concept set for storing "Reason PCP Prophylaxis Stopped", "Toxicity Reasons", and "Freetext for Other".",ConvSet,N/A,,a89b7eee-1350-11df-a1f1-0026b9348838;a8a032fe-1350-11df-a1f1-0026b9348838;a8a06fc6-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a898cf14-1350-11df-a1f1-0026b9348838,,"CD4 COUNT GREATER THAN 25%","Answer on encounter form. Implies that a patient had a CD4 percentage greater than 25.",Misc,N/A,,,MCL/CIEL: 982,,,,,,,,,,
a89b7eee-1350-11df-a1f1-0026b9348838,,"REASON PCP PROPHYLAXIS STOPPED","Question on encounter form. Part of the plan gathers a reason for stopping PCP prophylactic drugs. This concept captures that information.",Question,Coded,a898cf14-1350-11df-a1f1-0026b9348838;a898cfe6-1350-11df-a1f1-0026b9348838;a89b7426-1350-11df-a1f1-0026b9348838;a890d1ba-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a1838e-1350-11df-a1f1-0026b9348838;ecafa614-49c5-4eba-84c7-b85b0d9e2c46;c0c9eab3-46f6-453c-b29d-dc1c242317c5;69db9a47-21c5-4398-89f7-1c03a1392240,,local: 1262;MCL/CIEL: 1262,,,,,,,,,,
a89b82cc-1350-11df-a1f1-0026b9348838,,"PCP PROPHYLAXIS STARTED","Part of the encounter form plan.  Answers are drugs started at the end of the particular encounter.",Question,Coded,a8989396-1350-11df-a1f1-0026b9348838;390ae3ca-e152-4792-89f8-1a55742bccec;a890c9e0-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1263;local: 1263,,,,,,,,,,
163784d2-6c55-4ceb-abf0-df8cebb385f1,,"CURRENTLY ON TUBERCULOSIS PROPHYLAXIS TREATMENT","Question on encounter form: "Is patient currently on TB prophylaxis treatment?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,KENYA EMR: 164949,,,,,,,,,,
2476da1f-0948-4e3a-8a11-b76264771c16,,"ISONIAZID AND RIFAPENTINE","Is indicated for the treatment of latent tuberculosis caused by mycobacterium tuberculosis. The term 3HP comes from the regimen duration (once weekly doses for three months) and the abbreviations of each of the two drugs, isoniazid (INH) and rifapentine (RPT), in the regimen.",Drug,N/A,,,,,,,,,,,,,
a899e35e-1350-11df-a1f1-0026b9348838,,"PATIENT REPORTED CURRENT TUBERCULOSIS PROPHYLAXIS","Question on encounter form.  Other current medications used to provide tuberculosis prophylaxis.",Question,Coded,e5e24e6d-e6b0-4c81-8f7b-0e366df29426;177635d0-793b-4a66-8324-976c46f795af;a899e0ac-1350-11df-a1f1-0026b9348838;aeaed1af-5b0d-401e-a32a-e96cf4072ab5;162724df-5a66-4ae3-bbf6-5dc6dbba4ebb;b150ccdc-e7ec-4f99-b592-6f3fa73b3aea;2476da1f-0948-4e3a-8a11-b76264771c16;a89b1ca6-1350-11df-a1f1-0026b9348838;a896cc00-1350-11df-a1f1-0026b9348838,,local: 1110;MCL/CIEL: 1110,,,,,,,,,,
d86c36dc-c523-42e3-b07d-eb4c3c4fbf99,,"ON TUBERCULOSIS PROPHYLAXIS TREATMENT EVER, DETAILED","A convset to group questions on TB prophylaxis treatment, ever.",ConvSet,N/A,,59077bc1-7ef7-4b27-a33b-113e2841bd4f;a89ae092-1350-11df-a1f1-0026b9348838;d4f18a59-9bb4-4089-8cd6-1410491569a0;67785e82-c2f7-4417-8ada-cc8e85abbfc1,,,,,,,,,,,
59077bc1-7ef7-4b27-a33b-113e2841bd4f,,"ON TB PROPHYLAXIS TREATMENT, EVER","Question on encounter: "Have you ever been on TB prophylaxis treatment?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,KENYA EMR: 164950,,,,,,,,,,
67785e82-c2f7-4417-8ada-cc8e85abbfc1,,"TUBERCULOSIS PROPHYLAXIS START DATE","Date in which tuberculosis prophylaxis was started.",Question,Date,,,MCL/CIEL: 162320,,,,,,,,,,
d4f18a59-9bb4-4089-8cd6-1410491569a0,,"TUBERCULOSIS PROPHYLAXIS COMPLETED DATE","Date when the tuberculosis prophylaxis was completed.",Question,Date,,,,,,,,,,,,,
3a69cfcf-f129-4702-a8dd-d061d2a16b9d,,"TUBERCULOSIS PROPHYLAXIS ADHERENCE SINCE LAST VISIT, DETAILED","A ConvSet for adherence which include "TB prophylaxis adherence since last visit" and "Medication reason"",ConvSet,N/A,,ebfdb93a-9292-4245-9a27-0faf49545720;a89ebbc2-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a8b0f94a-1350-11df-a1f1-0026b9348838,,"BAD","General descriptive.",Misc,N/A,,,MCL/CIEL: 159407,,,,,,,,,,
ebfdb93a-9292-4245-9a27-0faf49545720,,"TUBERCULOSIS PROPHYLAXIS ADHERENCE SINCE LAST VISIT","A question to collect the patient's adherence to their TB Prophylaxis since the patient's previous visit. ",Question,Coded,a8b0f882-1350-11df-a1f1-0026b9348838;a73d20b3-d721-4763-a362-14a0c41a6b5e;fdaf8b47-ea14-4d28-80fa-e1da58a30e8b;a8b0f94a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
c2c6690e-89bf-40b3-85b9-9d169f24e60c,,"PEDIATRIC TB PROPHYLAXIS ADHERENCE SINCE LAST VISIT, DETAILED","A ConvSet for pediatric TB prophylaxis adherence since last visit and the adherence total score.",ConvSet,N/A,,c679587b-caa6-44a3-99e5-132ae168519e;7384f40d-02d5-4bb4-a0ba-c50101c7e07f;a6b15c61-c210-4a24-b0f6-e5eaa12258ab;a89ebbc2-1350-11df-a1f1-0026b9348838;1df71a8d-9eb6-40fd-9b94-317629b35ade;d9390b4c-11c5-4005-822e-d72dea27ba7f;47c2e943-e6be-48ce-b0fb-3e0730957698;286c7414-65d1-4f02-bb1b-7999defed9d1;af01544e-9712-4a10-97ac-344058795a74;dd10a27d-6945-47c4-ab43-63ccbad93960;acc9eb87-37c7-4d02-a134-fdda9c2de74c,,,,,,,,,,,
a89cd032-1350-11df-a1f1-0026b9348838,,"NOT REFILLED","Answer on encounter form. Implies that a patient will not receive a refill in their current drug regimen.",Misc,N/A,,,,,,,,,,,,,
a89c1cfa-1350-11df-a1f1-0026b9348838,,"TUBERCULOSIS PROPHYLAXIS PLAN","Question on encounter form. Collects information related to tuberculosis drug therapy plans.",Question,Coded,a89b7908-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;a89b77aa-1350-11df-a1f1-0026b9348838;a89b7d36-1350-11df-a1f1-0026b9348838;a898c938-1350-11df-a1f1-0026b9348838;a89cd032-1350-11df-a1f1-0026b9348838;a89ccf6a-1350-11df-a1f1-0026b9348838;a8a00220-1350-11df-a1f1-0026b9348838;a8a00158-1350-11df-a1f1-0026b9348838,,local: 1265;MCL/CIEL: 1265,,,,,,,,,,
a8a0780e-1350-11df-a1f1-0026b9348838,,"REASON TUBERCULOSIS PROPHYLAXIS STOPPED, DETAILED","A concept set for storing "Reason Tuberculosis Prophylaxis Stopped", "Toxicity Reasons", and "Freetext for Other"",ConvSet,N/A,,a89c1e12-1350-11df-a1f1-0026b9348838;a8a032fe-1350-11df-a1f1-0026b9348838;a8a06fc6-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a89c1ef8-1350-11df-a1f1-0026b9348838,,"COMPLETED","Generic answer to a question.",Finding,N/A,,,local: 1267;HL7-MedicationDispenseStatus: completed;MCL/CIEL: 1267,,,,,,,,,,
a89eb744-1350-11df-a1f1-0026b9348838,,"COULD NOT GET MEDICINE","Patient could not get medicine.",Finding,N/A,,,,,,,,,,,,,
