Uuid,Concept Numeric uuid,Label,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Criteria
ebd886b6-7202-4583-b4f6-afbf424ec24b,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 0 - <6 wks,27,29,30,34,35,37,$patient.getAgeInWeeks() < 6
a36b6e97-e01f-48c6-884e-6bd76485580d,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 6 - <1 yrs,39,41,42,45,46,48,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
47c8956d-5c68-46d7-b204-60022925f80e,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 1 - <2 yrs,42,44,45,47,48,50,$patient.getAge() >= 1 && $patient.getAge() < 2
9c97f79d-f8f2-4f81-bf74-15aa29d6ba09,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 2 - <6 yrs,43,45,46,50,51,53,$patient.getAge() >= 2 && $patient.getAge() < 6
71fcbf85-59b6-485b-b8fe-bf4854296c69,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 6 - <13 yrs,45,47,48,52,53,55,$patient.getAge() >= 6 && $patient.getAge() < 13
82beb5a7-de7e-498e-aabf-a306b892ef4c,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 13 - <16 yrs,47,49,50,54,55,57,$patient.getAge() >= 13 && $patient.getAge() < 16
30796f2b-ee1e-4c66-b17d-8f9f10a58f15,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico mujer 16 - <18 yrs,51,53,54,56,57,59,$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals("F")
2677a3ed-9fd9-4bd7-9fba-0b46f41a2816,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico hombre 16 - <18 yrs,53,55,56,58,59,61,$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals("M")
1559b474-7746-4702-9078-f2abf661096c,4bcdcee3-54c2-4368-a5cf-733e9c25fe50,Altura uterina  gestante 14 - <28 wks,7,10,12,26,31,36,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
b64f06f5-bfc1-4c4b-83e9-075d21cc52ce,4bcdcee3-54c2-4368-a5cf-733e9c25fe50,Altura uterina  gestante 28 - <40 wks,23,26,28,36,41,46,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
0422c9d5-d495-4373-ab23-5ed788a93732,98a61b6b-15d3-4064-893c-96e4d8e90bbd,Ganancia de peso gestante 0 - <14 wks,0,0,0.5,2,7,12,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
32565d01-3d59-4f07-a46b-c97a4acbe703,98a61b6b-15d3-4064-893c-96e4d8e90bbd,Ganancia de peso gestante 14 - <28 wks,0,0,2,6,11,16,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
e938cfa3-d0d8-4bc3-a6db-283990dc4399,98a61b6b-15d3-4064-893c-96e4d8e90bbd,Ganancia de peso gestante 28 - <40 wks,1,4,6,12,17,22,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
36e70d80-9528-4d57-8ef4-f426249b6834,b1fb2d14-92ec-4fda-90e5-40f3227c9c65,Frecuencia cardiaca fetal gestante 0 - <14 wks,105,108,110,160,165,170,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
36e40633-51b7-4a6c-88d8-16e32fea1b49,b1fb2d14-92ec-4fda-90e5-40f3227c9c65,Frecuencia cardiaca fetal gestante 14 - <28 wks,115,118,120,160,165,170,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
1342611f-759d-496f-8733-3e2179217ce4,b1fb2d14-92ec-4fda-90e5-40f3227c9c65,Frecuencia cardiaca fetal gestante 28 - <40 wks,115,118,120,160,165,170,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
