Uuid,Concept Numeric uuid,Label,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Criteria
53874f07-f1ad-4c9f-80d8-046354ae9826,39a10ef6-4b38-48ab-b0cd-f5852caf9651,Potasio adulto 18 - <60 yrs,2.45,2.8,3.5,5,6,7.5,$patient.getAge() >= 18 && $patient.getAge() < 60
ea9d20a3-cdd7-487e-a14d-0ddbdfda854e,39a10ef6-4b38-48ab-b0cd-f5852caf9651,Potasio adulto mayor <60 yrs,2.45,2.8,3.5,5,6,7.5,$patient.getAge() >= 60
ff259809-c30a-4135-93c1-5332d0344a7f,39a10ef6-4b38-48ab-b0cd-f5852caf9651,Potasio gestante,2.45,2.8,3.5,5,6,7.5,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true
601a65dc-7d3b-43ba-8199-32750f0c6ecf,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio 0 - <6 wks,5.95,6.8,8.5,10.8,12.96,16.2,$patient.getAgeInWeeks() < 6
5cac1eda-1b82-4a3b-882a-42c1ba79f6b5,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio 6 - <1 yrs,6.16,7.04,8.8,10.8,12.96,16.2,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
f0472637-dc8c-431a-af24-3dd5ee7b2540,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio 1 - <2 yrs,6.3,7.2,9,10.6,12.72,15.9,$patient.getAge() >= 1 && $patient.getAge() < 2
ab02a5f6-8415-4959-99fd-41e345923530,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio 2 - <13 yrs,6.3,7.2,9,10.5,12.6,15.75,$patient.getAge() >= 2 && $patient.getAge() < 13
3db754ce-cf44-42f7-8999-e4f534eb65ab,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio 13 - <16 yrs,6.3,7.2,9,10.4,12.48,15.6,$patient.getAge() >= 13 && $patient.getAge() < 16
28d7eeec-2bd9-496f-ae0b-b8b61876fb15,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio 16 - <18 yrs,5.95,6.8,8.5,10.5,12.6,15.75,$patient.getAge() >= 16 && $patient.getAge() < 18
0999351f-612d-4e26-9315-ea02f3241c48,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio adulto 18 - <60 yrs,7.35,8.4,10.5,10.5,12.6,15.75,$patient.getAge() >= 18 && $patient.getAge() < 60
4a3d4d27-4666-4127-9800-211cd55815a9,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio adulto mayor <60 yrs,5.95,6.8,8.5,10.2,12.24,15.3,$patient.getAge() >= 60
5029aea7-843b-4c96-8eed-661907e41a4b,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio gestante 0 - <14 wks,5.95,6.8,8.5,10.5,12.6,15.75,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
16c3a50c-c547-4e00-9c7c-e556a845ff5f,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio gestante 14 - <28 wks,5.95,6.8,8.5,10.4,12.48,15.6,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
4a9abce6-b058-4d0e-8309-e513983fb025,16c6f85b-981b-4ac9-8f7a-fcdb66679613,Calcio gestante 28 - <40 wks,5.95,6.8,8.5,10.3,12.36,15.45,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 42
14f5b1dd-feac-4628-b632-63cd3b44c689,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos 0 - <6 wks,2.87,3.28,4.1,6.1,7.32,9.15,$patient.getAgeInWeeks() < 6
9280bfa1-157b-4715-9832-cedea85f05ec,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos 6 - <1 yrs,2.66,3.04,3.8,5.2,6.24,7.8,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
8821984d-9053-4a87-8982-9ada87b8060a,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos 1 - <2 yrs,2.73,3.12,3.9,5.2,6.24,7.8,$patient.getAge() >= 1 && $patient.getAge() < 2
13154cf7-fad6-4c62-a55b-4b5210ccdd66,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos 2 - <6 yrs,2.8,3.2,4,5,6,7.5,$patient.getAge() >= 2 && $patient.getAge() < 6
384094da-7a88-4d40-9f09-6ff412d5c65c,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos 6 - <13 yrs,2.87,3.28,4.1,5.1,6.12,7.65,$patient.getAge() >= 6 && $patient.getAge() < 13
880a6037-7cb9-4176-9ed7-3c263f36597a,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos 13 - <16 yrs,2.94,3.36,4.2,5.4,6.48,8.1,$patient.getAge() >= 13 && $patient.getAge() < 16
1217608d-d6ec-4767-a05c-fce8e3330e5b,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos mujer 16 - <18 yrs,2.8,3.2,4,5.2,6.24,7.8,$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals("F")
f24706d0-efa1-471a-ab1e-3517e310adf4,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos hombre 16 - <18 yrs,3.15,3.6,4.5,5.8,6.96,8.7,$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals("M")
3be76553-b40d-4b44-a1b8-9800c952a558,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos adulto mujer 18 - <60 yrs,2.8,3.2,4,5.2,6.24,7.8,$patient.getAge() >= 18 && $patient.getAge() < 60 && $patient.getGender().equals("F")
ced733de-46b8-48f3-8886-334afa56bd13,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos adulto hombre 18 - <60 yrs,3.15,3.6,4.5,5.8,6.96,8.7,$patient.getAge() >= 18 && $patient.getAge() < 60 && $patient.getGender().equals("M")
961c699b-04b9-48b5-9978-afad793b1c49,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos adulto mayor mujer <60 yrs,2.66,3.04,3.8,4.9,5.88,7.35,$patient.getAge() >= 60 && $patient.getGender().equals("F")
c20b25be-a0f1-4f41-9a08-9facac6f74a9,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos adulto mayor hombre <60 yrs,2.94,3.36,4.2,5.5,6.6,8.25,$patient.getAge() >= 60 && $patient.getGender().equals("M")
b9d0de10-e4b6-4d0f-845b-6035e8dd5dcc,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos gestante 0 - <14 wks,2.66,3.04,3.8,4.4,5.28,6.6,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
80d02ab4-d8e2-4fbd-9fb4-399c4f23860f,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos gestante 14 - <28 wks,2.59,2.96,3.7,4.3,5.16,6.45,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
d017e404-74a7-4b61-8801-59de58e6e940,529a01bc-fadf-42ef-b2ed-a7bc4223deed,Eritrocitos gestante 28 - <40 wks,2.52,2.88,3.6,4.2,5.04,6.3,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 42
e188269f-75cc-445e-abc2-338c7806176d,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina 0 - <6 wks,0.21,0.24,0.3,0.8,0.96,1.2,$patient.getAgeInWeeks() < 6
e7064842-a117-4479-823d-8e5f6efe46f8,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina 6 - <1 yrs,0.14,0.16,0.2,0.5,0.6,0.75,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
b3f63c01-6263-42fd-9d84-dbfc320471ce,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina 1 - <2 yrs,0.14,0.16,0.2,0.5,0.6,0.75,$patient.getAge() >= 1 && $patient.getAge() < 2
a185fe03-db9d-4b29-9e49-ee042f9e90bb,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina 2 - <6 yrs,0.21,0.24,0.3,0.7,0.84,1.05,$patient.getAge() >= 2 && $patient.getAge() < 6
b3fbcb53-52dd-4942-831c-a3af7a238d8e,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina 6 - <13 yrs,0.28,0.32,0.4,0.8,0.96,1.2,$patient.getAge() >= 6 && $patient.getAge() < 13
0d98854d-4701-416e-b4b2-d1582c7fd2be,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina 13 - <16 yrs,0.35,0.4,0.5,1,1.2,1.5,$patient.getAge() >= 13 && $patient.getAge() < 16
f276dec4-0936-4a70-b178-d5a91d923373,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina mujer 16 - <18 yrs,0.42,0.48,0.6,1.1,1.32,1.65,$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals("F")
779fb48a-e4c1-4604-bfa7-7d7f295dd39c,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina hombre 16 - <18 yrs,0.49,0.56,0.7,1.3,1.56,1.95,$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals("M")
18ce1e7b-9ec0-47a2-94dc-ca636514bdd0,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina adulto mujer 18 - <60 yrs,0.42,0.48,0.6,1.1,1.32,1.65,$patient.getAge() >= 18 && $patient.getAge() < 60 && $patient.getGender().equals("F")
d568c947-a063-498b-a85d-489a6681bc1f,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina adulto hombre 18 - <60 yrs,0.49,0.56,0.7,1.3,1.56,1.95,$patient.getAge() >= 18 && $patient.getAge() < 60 && $patient.getGender().equals("M")
d03d32f5-314b-4d7c-9bf2-3f8de5ac9e3e,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina adulto mayor mujer <60 yrs,0.42,0.48,0.6,1.1,1.32,1.65,$patient.getAge() >= 60 && $patient.getGender().equals("F")
69b603ed-4000-4888-910f-8447c0818bcb,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina adulto mayor hombre <60 yrs,0.49,0.56,0.7,1.3,1.56,1.95,$patient.getAge() >= 60 && $patient.getGender().equals("M")
e72b11f3-484a-478e-a4dd-735129e1acd1,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina gestante 0 - <14 wks,0.28,0.32,0.4,0.7,0.84,1.05,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
99314f00-4b84-4c64-995a-6f51abc86e3d,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina gestante 14 - <28 wks,0.28,0.32,0.4,0.8,0.96,1.2,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
4a72bb19-0031-42e8-8985-50e1cb05ea7f,a45327ef-31bb-49a9-920f-302d46ff9f0b,Creatinina gestante 28 - <40 wks,0.28,0.32,0.4,0.9,1.08,1.35,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 42
bd9604b8-ddf4-47d3-a48b-4d4a53adac8b,1de5c4fa-1475-466e-bfb3-293f3953a0eb,Urea gestante,7,8,10,40,48,60,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true
d629e755-112f-4c78-abd5-a5b15c39036e,5b25b7aa-9ad2-42aa-b19e-dc0b093a8b59,Acido urico gestante 0 - <14 wks,1.75,2,2.5,4.5,5.4,6.75,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
198591fe-b209-44ac-8f97-9ffaf6c8af15,5b25b7aa-9ad2-42aa-b19e-dc0b093a8b59,Acido urico gestante 14 - <28 wks,1.75,2,2.5,5,6,7.5,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
eaa10080-6b30-403e-825f-afcbf03c02d2,5b25b7aa-9ad2-42aa-b19e-dc0b093a8b59,Acido urico gestante 28 - <40 wks,1.75,2,2.5,5.5,6.6,8.25,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 42
