Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
9e084aa9-b3e9-4f2e-ab0f-df5026c02953,,02953 - DINITRATO DE ISOSORBIDA 10 mg,DINITRATO DE ISOSORBIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
c43cd1b9-3aee-4d02-8af5-621cf5c02954,,02954 - DINITRATO DE ISOSORBIDA (SUB LINGUAL) 5 mg,DINITRATO DE ISOSORBIDA (SUB LINGUAL),bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
fd5512a1-4c71-4634-ad62-2c67d4302966,,02966 - DISULFIRAM 500 mg,DISULFIRAM,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
65e7aed4-2723-4c0e-a65e-a5365b303010,,03010 - DOPAMINA CLORHIDRATO 40 mg/mL 5 mL,DOPAMINA CLORHIDRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,40 mg/mL 5 mL,
8b18293c-2bdb-4555-8df1-b548efc03018,,03018 - DOXICICLINA 100 mg,DOXICICLINA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
9fa5920a-6961-4099-b11e-ac17f5203078,,03078 - ENALAPRIL MALEATO 10 mg,ENALAPRIL MALEATO,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
5224e8a1-9d7b-4474-b897-dfd215c03080,,03080 - ENALAPRIL MALEATO 20 mg,ENALAPRIL MALEATO,bd1e9059-62b4-4967-a804-a63eda4f8657,20 mg,
0b56bd42-3e6e-4831-897a-939f2cd03086,,03086 - ENOXAPARINA SODICA 40 mg/0.4 mL 0.4 mL,ENOXAPARINA SODICA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,40 mg/0.4 mL 0.4 mL,
01cfcc26-5b2e-4ae5-9c54-0e8a8c903097,,03097 - EPINEFRINA (COMO CLORHIDRATO O TARTRATO) 1 mg/mL 1 mL,EPINEFRINA (COMO CLORHIDRATO O TARTRATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,1 mg/mL 1 mL,
dc497b95-c450-46be-ad29-b6be34403139,,03139 - ERGOMETRINA MALEATO 200 µg/mL (0.2 mg/mL) 1 mL,ERGOMETRINA MALEATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,200 µg/mL (0.2 mg/mL) 1 mL,
07dcbba6-08dc-4a71-8a17-6d5929903182,,03182 - ERITROMICINA 250 mg/5 mL 60 mL,ERITROMICINA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,250 mg/5 mL 60 mL,
655f4cac-99e7-4f19-b4db-eaee10d03191,,03191 - ERITROMICINA 500 mg,ERITROMICINA,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
ba8a883f-fe61-4a95-9fc5-d2e937f03213,,03213 - ESCOPOLAMINA N-BUTILBROMURO 20 mg/mL 1 mL,ESCOPOLAMINA N-BUTILBROMURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,20 mg/mL 1 mL,
909c1ff8-dc0f-4b6f-b5c6-c752e6a03215,,03215 - ESCOPOLAMINA N-BUTILBROMURO 10 mg,ESCOPOLAMINA N-BUTILBROMURO,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
a75f1de9-b2af-4492-a290-de325ce03223,,03223 - ESPIRONOLACTONA 100 mg,ESPIRONOLACTONA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
3f009660-d488-429f-af1c-7974adf03224,,03224 - ESPIRONOLACTONA 25 mg,ESPIRONOLACTONA,bd1e9059-62b4-4967-a804-a63eda4f8657,25 mg,
e605e5a1-b641-4217-8647-90cc65703231,,03231 - ESTIBOGLUCONATO SODICO (Equiv. a 100 mg antimonio pentavalente) 5 mL,ESTIBOGLUCONATO SODICO (Equiv. a 100 mg antimonio pentavalente),6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mL,
d8d9d49b-fbe9-4512-a4e8-08de04b03234,,03234 - ESTRADIOL CIPIONATO + MEDROXIPROGESTERONA ACETATO 5 mg + 25 mg/0.5 mL 0.5 mL,ESTRADIOL CIPIONATO + MEDROXIPROGESTERONA ACETATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mg + 25 mg/0.5 mL 0.5 mL,
adac033a-4160-4d99-8c84-1e48f6a03256,,03256 - ESTRADIOL 1 mg,ESTRADIOL,bd1e9059-62b4-4967-a804-a63eda4f8657,1 mg,
9a1f18d3-840d-4d27-a912-e83248c03266,,03266 - ESTRIOL (CREMA VAGINAL) 100 mg/100 g (0.1 %) 15 g,ESTRIOL (CREMA VAGINAL),626078e7-8eef-48ea-9e43-7ccd4dc8dda9,100 mg/100 g (0.1 %) 15 g,
c8b3c661-05ce-4612-a3f6-1ef8c9203302,,03302 - ETAMBUTOL CLORHIDRATO 400 mg,ETAMBUTOL CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,400 mg,
63fe723e-ee28-4117-9af6-6da43ae03317,,03317 - ETILEFRINA 10 mg/mL 1 mL,ETILEFRINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 mg/mL 1 mL,
7e81bda1-d487-4a93-92db-89dc54e03339,,03339 - ETIONAMIDA 250 mg,ETIONAMIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,250 mg,
cf4a9b8c-64a6-4a7e-8c8b-1e1eb6f03351,,03351 - ETONOGESTREL (IMPLANTE) 68 mg,ETONOGESTREL (IMPLANTE),96b06a44-5003-438b-9504-66c1c5ba967f,68 mg,
4a49a244-1708-48b0-8be3-361560803399,,03399 - FACTOR VIII DE COAGULACION HUMANA 500 UI,FACTOR VIII DE COAGULACION HUMANA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,500 UI,
c82ba50a-c707-4e2e-92d6-990938103443,,03443 - FENITOINA SODICA 50 mg/mL 2 mL,FENITOINA SODICA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 mg/mL 2 mL,
65ac25dc-035a-474d-ae1a-ffa8d4d03444,,03444 - FENITOINA SODICA 125 mg/5 mL 120 mL,FENITOINA SODICA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,125 mg/5 mL 120 mL,
03782dd2-5665-4af5-b6e9-1785f1303451,,03451 - FENITOINA SODICA 100 mg,FENITOINA SODICA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
40903bac-80ed-4581-9b80-612800e03452,,03452 - FENOBARBITAL SODICO 100 mg/mL 2 mL,FENOBARBITAL SODICO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,100 mg/mL 2 mL,
c440ef58-530e-4ae6-a013-5621ed303454,,03454 - FENOBARBITAL 100 mg,FENOBARBITAL,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
e9474e76-dfa7-4af3-a80b-87b0b8603501,,03501 - FENTANILO 50 µg/mL 10 mL,FENTANILO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 µg/mL 10 mL,
2ea24567-ccda-4cea-a039-b0f59a803513,,03513 - ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental) 400 µg + 60 mg Fe,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),bd1e9059-62b4-4967-a804-a63eda4f8657,400 µg + 60 mg Fe,
c7a41c82-19df-4c82-89d6-cff839c03515,,03515 - SULFAMETOXAZOL + TRIMETOPRIMA 800 mg + 160 mg,SULFAMETOXAZOL + TRIMETOPRIMA,bd1e9059-62b4-4967-a804-a63eda4f8657,800 mg + 160 mg,
750adc4e-4a8a-4f41-8e20-1d10bde03519,,03519 - FERROSO SULFATO (Equiv. 15 mg Fe) 75 mg/5 mL 180 mL,FERROSO SULFATO (Equiv. 15 mg Fe),5c4c3f0b-0a28-4876-a64e-68c44d718462,75 mg/5 mL 180 mL,
2a1c45db-6a22-43f1-a138-8762b4103536,,03536 - FERROSO SULFATO 25 mg de Fe/mL 30 mL,FERROSO SULFATO,c8febc22-2831-42d5-a6e2-165500b0a6ab,25 mg de Fe/mL 30 mL,
e6a8cb79-ad90-4608-bbaa-fdefe7a03552,,03552 - FERROSO SULFATO (Equiv. 60 mg Fe) 300 mg,FERROSO SULFATO (Equiv. 60 mg Fe),bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
849392e4-1a23-45f8-b4f9-f52a40003560,,03560 - HIERRO POLIMALTOSA 50 mg/mL 30 mL,HIERRO POLIMALTOSA,c8febc22-2831-42d5-a6e2-165500b0a6ab,50 mg/mL 30 mL,
2d3dbf75-f53c-4613-bf7a-e98bc5c03575,,03575 - FINASTERIDA 5 mg,FINASTERIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
69e7d215-573e-4417-9a11-cccbfeb03576,,03576 - FITOMENADIONA 10 mg/mL 1 mL,FITOMENADIONA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 mg/mL 1 mL,
f0668de5-8fbd-487f-9248-4514fed03595,,03595 - FLUCONAZOL 150 mg,FLUCONAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,150 mg,
b5ec49c0-ebfb-4cd1-b2b7-837315203602,,03602 - FLUMAZENIL 100 µg/mL (0.1 mg/mL) 5 mL,FLUMAZENIL,6eee6dc1-1976-4f1f-928e-0575aa94a0af,100 µg/mL (0.1 mg/mL) 5 mL,
afac50db-bea8-4577-9bb4-14eed2203624,,03624 - FLUOXETINA (COMO CLORHIDRATO) 20 mg,FLUOXETINA (COMO CLORHIDRATO),bd1e9059-62b4-4967-a804-a63eda4f8657,20 mg,
e07acf3c-46fa-4b53-9bc1-bfc6bc803634,,03634 - FLUTICASONA PROPIONATO + SALMETEROL (COMO XINAFOATO) 125 µg + 25 µg/DOSIS 120,FLUTICASONA PROPIONATO + SALMETEROL (COMO XINAFOATO),6e2c4911-4cbb-481e-9fb2-e40e2aee1c3f,125 µg + 25 µg/DOSIS 120,
bfe75c2a-7ab8-4fd6-9e5c-94a92dd03703,,03703 - FURAZOLIDONA 50 mg/5 mL 120 mL,FURAZOLIDONA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,50 mg/5 mL 120 mL,
02be02e0-5d87-48f0-984b-f06172f03708,,03708 - FURAZOLIDONA 100 mg,FURAZOLIDONA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
7057b90d-2f3a-4157-aa3b-4f0f3f903710,,03710 - FUROSEMIDA 10 mg/mL 2 mL,FUROSEMIDA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 mg/mL 2 mL,
7cf07797-2952-4bb3-90c7-349120a03713,,03713 - FUROSEMIDA 40 mg,FUROSEMIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,40 mg,
2aa9853e-5f85-4553-8c57-709df5003718,,03718 - GABAPENTINA 300 mg,GABAPENTINA,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
8d9c54b8-0b41-4780-9f52-71b9e0f03735,,03735 - GEMFIBROZILO 600 mg,GEMFIBROZILO,bd1e9059-62b4-4967-a804-a63eda4f8657,600 mg,
39825bd4-0a4e-4cd3-864d-6cbcf6203747,,03747 - GENTAMICINA (COMO SULFATO) 80 mg/mL 2 mL,GENTAMICINA (COMO SULFATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,80 mg/mL 2 mL,
3c8dbb5e-0db9-444e-9d05-960b69b03751,,03751 - GENTAMICINA (COMO SULFATO) 40 mg/mL 2 mL,GENTAMICINA (COMO SULFATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,40 mg/mL 2 mL,
507517dc-1500-4f41-83a4-ce9bd3c03758,,03758 - GLIBENCLAMIDA 5 mg,GLIBENCLAMIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
337ebb75-da3a-4dc1-8770-6b1c64b03760,,03760 - GLICEROL 1 g/100 g 5 g,GLICEROL,680884a3-3e18-4b67-9c97-78700918f4a3,1 g/100 g 5 g,
86025529-2264-475f-bc4b-7c2b50003763,,03763 - GLICEROL 1 g/100 g 8 g,GLICEROL,680884a3-3e18-4b67-9c97-78700918f4a3,1 g/100 g 8 g,
fc032cc2-3f25-4867-9978-e9da7e803783,,03783 - DEXTROSA 10 g/100 mL (10 %) 1 L,DEXTROSA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 g/100 mL (10 %) 1 L,
b3b57758-2800-4b48-8b5c-9daad7003787,,03787 - DEXTROSA 333 mg/mL (33 %) 20 mL,DEXTROSA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,333 mg/mL (33 %) 20 mL,
8d985180-993d-48f2-804b-643209d03789,,03789 - DEXTROSA 5 g/100 mL (5 %) 1 L,DEXTROSA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 g/100 mL (5 %) 1 L,
187d7c35-b11e-4fd1-bc49-6cc555803873,,03873 - HALOPERIDOL 5 mg/mL 1 mL,HALOPERIDOL,6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mg/mL 1 mL,
8dc61f1d-139b-4198-aab3-3e810a203874,,03874 - HALOPERIDOL (COMO DECANOATO) 50 mg/mL 1 mL,HALOPERIDOL (COMO DECANOATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 mg/mL 1 mL,
facc436c-f794-4e1a-9f86-b64abf503878,,03878 - HALOPERIDOL 2 mg/mL 20 mL,HALOPERIDOL,c8febc22-2831-42d5-a6e2-165500b0a6ab,2 mg/mL 20 mL,
7da2a0cd-1492-4dec-8db6-37bfe3103881,,03881 - HALOPERIDOL 10 mg,HALOPERIDOL,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
f074cd73-221f-47b9-b28a-d8e525703882,,03882 - HALOPERIDOL 5 mg,HALOPERIDOL,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
b2bdb7a1-620f-44fa-87c2-61df7d103894,,03894 - HEPARINA SODICA 25 000 UI/5 mL 5 mL,HEPARINA SODICA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,25 000 UI/5 mL 5 mL,
7ea03412-3c5b-4fdd-8d0c-c25aa9d03921,,03921 - HIDROCLOROTIAZIDA 25 mg,HIDROCLOROTIAZIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,25 mg,
8721931e-b401-4844-9453-83b5c0703944,,03944 - HIDROCORTISONA (COMO ACETATO) 1 g/100 g (1 %) 20 g,HIDROCORTISONA (COMO ACETATO),626078e7-8eef-48ea-9e43-7ccd4dc8dda9,1 g/100 g (1 %) 20 g,
176d2687-f3b1-4c5f-bf50-c4a2f5703952,,03952 - HIDROCORTISONA (COMO SUCCINATO SODICO) 100 mg 2 mL,HIDROCORTISONA (COMO SUCCINATO SODICO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,100 mg 2 mL,
85c9eada-7a12-47ec-8f73-158af2803979,,03979 - HIDROXOCOBALAMINA 1 mg/mL 1 mL,HIDROXOCOBALAMINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,1 mg/mL 1 mL,
b38f2154-4b31-4a94-980a-c10118c04017,,04017 - IBUPROFENO 100 mg/5 mL 120 mL,IBUPROFENO,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,100 mg/5 mL 120 mL,
9d335557-d14e-456a-bada-70d261304024,,04024 - IBUPROFENO 100 mg/5 mL 60 mL,IBUPROFENO,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,100 mg/5 mL 60 mL,
41e47374-7136-4e89-ba6d-74cb7f604034,,04034 - IBUPROFENO 400 mg,IBUPROFENO,bd1e9059-62b4-4967-a804-a63eda4f8657,400 mg,
5219bdad-dfb2-4079-b6a2-1dcce2304058,,04058 - INMUNOGLOBULINA ANTI D 300 µg 2 mL,INMUNOGLOBULINA ANTI D,6eee6dc1-1976-4f1f-928e-0575aa94a0af,300 µg 2 mL,
51ad433c-cfb3-488e-91da-1c97b9e04085,,04085 - INSULINA HUMANA (ADN RECOMBINANTE) 100 UI/mL 10 mL,INSULINA HUMANA (ADN RECOMBINANTE),6eee6dc1-1976-4f1f-928e-0575aa94a0af,100 UI/mL 10 mL,
65426d38-9e72-4001-8c0d-7fa8a1d04168,,04168 - ISONIAZIDA 100 mg,ISONIAZIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
c28b313c-eb87-42c3-a2c5-6fb0d9c04184,,04184 - ITRACONAZOL 100 mg,ITRACONAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
1fa20cd9-34ba-499b-b949-114259a04185,,04185 - KANAMICINA (COMO SULFATO) 1 g,KANAMICINA (COMO SULFATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,1 g,
9adb0c95-14a0-4e57-9352-a6b705804187,,04187 - KETAMINA (COMO CLORHIDRATO) 50 mg/mL 10 mL,KETAMINA (COMO CLORHIDRATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 mg/mL 10 mL,
fc5f5904-06e9-484a-89b3-c06586b04254,,04254 - KETOROLACO 10 mg,KETOROLACO,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
851ae4a5-7a23-4f38-8794-030217504291,,04291 - LACTULOSA 3.33 g/5 mL 180 mL,LACTULOSA,c8febc22-2831-42d5-a6e2-165500b0a6ab,3.33 g/5 mL 180 mL,
245b3802-a000-4b4b-8347-4a64c1704292,,04292 - LACTULOSA 3.33 g/5 mL 200 mL,LACTULOSA,c8febc22-2831-42d5-a6e2-165500b0a6ab,3.33 g/5 mL 200 mL,
aa94b075-4112-4fc2-8010-43399cc04322,,04322 - LAMIVUDINA + ZIDOVUDINA 150 mg + 300 mg,LAMIVUDINA + ZIDOVUDINA,bd1e9059-62b4-4967-a804-a63eda4f8657,150 mg + 300 mg,
828d5eb5-f8cd-455c-9c36-a2b203004326,,04326 - LAMIVUDINA 50 mg/5 mL 240 mL,LAMIVUDINA,c8febc22-2831-42d5-a6e2-165500b0a6ab,50 mg/5 mL 240 mL,
5a139de5-dc19-4017-b621-ddcbdd004332,,04332 - LAMOTRIGINA 50 mg,LAMOTRIGINA,bd1e9059-62b4-4967-a804-a63eda4f8657,50 mg,
039d1548-4355-4843-9db1-d41690004338,,04338 - LATANOPROST (SOLUCION OFTALMICA) 50 µg/mL (0.005 %) 2.5 mL,LATANOPROST (SOLUCION OFTALMICA),c8febc22-2831-42d5-a6e2-165500b0a6ab,50 µg/mL (0.005 %) 2.5 mL,
015334f4-959f-43c5-b6d1-b12cad004364,,04364 - LEVOFLOXACINO 250 mg,LEVOFLOXACINO,bd1e9059-62b4-4967-a804-a63eda4f8657,250 mg,
ec44333b-bef7-4980-bfd2-937d07904365,,04365 - LEVOFLOXACINO 500 mg,LEVOFLOXACINO,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
19bc11db-b270-4197-ae7f-11f77d104368,,04368 - LEVOMEPROMAZINA (COMO MALEATO) 100 mg,LEVOMEPROMAZINA (COMO MALEATO),bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
d80bcd32-bad5-40c8-a004-395749104371,,04371 - LEVONORGESTREL 750 µg,LEVONORGESTREL,bd1e9059-62b4-4967-a804-a63eda4f8657,750 µg,
e6c94e1c-599f-471e-a044-9b817f904381,,04381 - LEVOTIROXINA SODICA 100 µg (0.1 mg),LEVOTIROXINA SODICA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 µg (0.1 mg),
4c9ce420-521b-40a1-b6d5-ca6065704390,,04390 - LIDOCAINA CLORHIDRATO SIN PRESERVANTES 2 g/100 mL (2 %) 20 mL,LIDOCAINA CLORHIDRATO SIN PRESERVANTES,6eee6dc1-1976-4f1f-928e-0575aa94a0af,2 g/100 mL (2 %) 20 mL,
9948965c-f8a9-44ff-8ab6-6ee66ec04394,,04394 - LIDOCAINA CLORHIDRATO + EPINEFRINA 20 mg + 10 µg/mL 1.8 mL,LIDOCAINA CLORHIDRATO + EPINEFRINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,20 mg + 10 µg/mL 1.8 mL,
ebd73bdc-9dab-4db1-8c24-2ec0f3904415,,04415 - LIDOCAINA CLORHIDRATO 2 g/100 g 10 g,LIDOCAINA CLORHIDRATO,680884a3-3e18-4b67-9c97-78700918f4a3,2 g/100 g 10 g,
f5ea5a35-2a5f-450c-b75f-570eb7304458,,04458 - LINEZOLID 600 mg,LINEZOLID,bd1e9059-62b4-4967-a804-a63eda4f8657,600 mg,
dae7d020-1dfa-444b-9e77-1a970d704469,,04469 - LITIO CARBONATO 300 mg,LITIO CARBONATO,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
785e9df5-7fb2-4c9d-97a3-9b0897304479,,04479 - LOPINAVIR + RITONAVIR 400 mg + 100 mg/5 mL 160 mL,LOPINAVIR + RITONAVIR,c8febc22-2831-42d5-a6e2-165500b0a6ab,400 mg + 100 mg/5 mL 160 mL,
02d2558f-ed14-4fd5-812a-250dbc704511,,04511 - LORATADINA 5 mg/5 mL 60 mL,LORATADINA,5c4c3f0b-0a28-4876-a64e-68c44d718462,5 mg/5 mL 60 mL,
9f4ac1bf-e81b-4aba-9b5d-f05444104514,,04514 - LORATADINA 10 mg,LORATADINA,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
0578fcef-dc94-4ee5-86e2-e548b0304523,,04523 - LOSARTAN POTASICO 50 mg,LOSARTAN POTASICO,bd1e9059-62b4-4967-a804-a63eda4f8657,50 mg,
e188adcf-a3c2-4b0c-b87d-b5cd7cb04556,,04556 - MAGNESIO SULFATO 200 mg/mL 10 mL,MAGNESIO SULFATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,200 mg/mL 10 mL,
95803a04-9b88-454c-9a45-f8b700b04565,,04565 - MANITOL 20 g/100 mL (20 %) 1 L,MANITOL,6eee6dc1-1976-4f1f-928e-0575aa94a0af,20 g/100 mL (20 %) 1 L,
dd533d74-14ed-48f4-bd72-e6fe64704567,,04567 - MANITOL 20 g/100 mL (20 %) 500 mL,MANITOL,6eee6dc1-1976-4f1f-928e-0575aa94a0af,20 g/100 mL (20 %) 500 mL,
f863ec16-1390-4125-a9d6-e43ac4604582,,04582 - MEBENDAZOL 100 mg/5 mL 30 mL,MEBENDAZOL,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,100 mg/5 mL 30 mL,
693aafb4-32c7-4e3c-9c4b-9f024e704585,,04585 - MEBENDAZOL 100 mg,MEBENDAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
825fe6c8-eb4c-4bea-9beb-f5f445d04586,,04586 - MEBENDAZOL 500 mg,MEBENDAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
cb613680-80b4-4f3d-b19f-7576b0604594,,04594 - MEDROXIPROGESTERONA ACETATO 150 mg/mL 1 mL,MEDROXIPROGESTERONA ACETATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,150 mg/mL 1 mL,
e9b12825-f9b1-4614-95fd-e5cd96504597,,04597 - MEDROXIPROGESTERONA ACETATO 5 mg,MEDROXIPROGESTERONA ACETATO,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
cbb88716-e4fb-4d95-bae4-1d4bc1204604,,04604 - ANTIMONIATO DE MEGLUMINA 1.5 g 5 mL,ANTIMONIATO DE MEGLUMINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,1.5 g 5 mL,
a72e6ba9-769a-42ea-8b28-8df4fec04677,,04677 - METAMIZOL SODICO 1 g 2 mL,METAMIZOL SODICO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,1 g 2 mL,
318bc132-82c4-4f8a-889f-020746404696,,04696 - METFORMINA CLORHIDRATO 850 mg,METFORMINA CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,850 mg,
152a398f-6593-4e7e-a6cf-fecd8a604701,,04701 - METILDOPA 250 mg,METILDOPA,bd1e9059-62b4-4967-a804-a63eda4f8657,250 mg,
12688744-3f48-46dd-9378-2467abf04717,,04717 - METILPREDNISOLONA (COMO SUCCINATO SODICO) 500 mg 4 mL,METILPREDNISOLONA (COMO SUCCINATO SODICO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,500 mg 4 mL,
d3d162b8-8592-48c1-8fb1-4dfac9204743,,04743 - METOCLOPRAMIDA CLORHIDRATO 5 mg/mL 2 mL,METOCLOPRAMIDA CLORHIDRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mg/mL 2 mL,
d378c869-16e2-4362-9eee-8245cde04752,,04752 - METOCLOPRAMIDA CLORHIDRATO 10 mg,METOCLOPRAMIDA CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
9ca417f4-7f99-4134-8612-79bae2e04776,,04776 - METRONIDAZOL 500 mg 100 mL,METRONIDAZOL,6eee6dc1-1976-4f1f-928e-0575aa94a0af,500 mg 100 mL,
3407d7a7-a10d-4d43-8e1f-9b046dc04794,,04794 - METRONIDAZOL 250 mg/5 mL 120 mL,METRONIDAZOL,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,250 mg/5 mL 120 mL,
9f87dbcb-067d-43b1-b259-2e78a3104803,,04803 - METRONIDAZOL 500 mg OVULO,METRONIDAZOL,96b06a44-5003-438b-9504-66c1c5ba967f,500 mg OVULO,
8d253b54-84a0-4faf-abb5-e53cdcc04805,,04805 - METRONIDAZOL 500 mg,METRONIDAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
8b7e1ca7-3b21-46aa-ae07-b89ac6104831,,04831 - MIDAZOLAM 5 mg 5 mL,MIDAZOLAM,6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mg 5 mL,
779123b4-2d41-4b3d-8983-cb6de5504846,,04846 - MIRTAZAPINA 30 mg,MIRTAZAPINA,bd1e9059-62b4-4967-a804-a63eda4f8657,30 mg,
9bccc590-5873-40ae-b1e4-bd2c15804847,,04847 - MISOPROSTOL 200 µg,MISOPROSTOL,bd1e9059-62b4-4967-a804-a63eda4f8657,200 µg,
0a29dd9e-0ce9-4d05-8ca8-37343e804910,,04910 - MOXIFLOXACINO (COMO CLORHIDRATO) 400 mg,MOXIFLOXACINO (COMO CLORHIDRATO),bd1e9059-62b4-4967-a804-a63eda4f8657,400 mg,
4e5a2c2f-c0d9-4558-ad48-828aa6504922,,04922 - MUPIROCINA (COMO SAL CALCICA) 2 g/100 g (2 %) 15 g,MUPIROCINA (COMO SAL CALCICA),626078e7-8eef-48ea-9e43-7ccd4dc8dda9,2 g/100 g (2 %) 15 g,
4811ea08-22dc-417f-90f5-b7faf7804981,,04981 - NAPROXENO 250 mg,NAPROXENO,bd1e9059-62b4-4967-a804-a63eda4f8657,250 mg,
6ca8d55b-8e5e-4fb1-922c-6e5d4a804982,,04982 - NAPROXENO 500 mg,NAPROXENO,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
a5158f7f-ed6c-4c3e-a3e9-399cc3d05018,,05018 - NIFEDIPINO 10 mg,NIFEDIPINO,bd1e9059-62b4-4967-a804-a63eda4f8657,10 mg,
c73793ab-9a15-46d9-8217-1fc5bbd05021,,05021 - NIFEDIPINO (TABLETA DE LIBERACION MODIFICADA) 30 mg,NIFEDIPINO (TABLETA DE LIBERACION MODIFICADA),bd1e9059-62b4-4967-a804-a63eda4f8657,30 mg,
9fd8f70e-ddea-4d27-9553-28952bb05044,,05044 - NIMODIPINO 30 mg,NIMODIPINO,bd1e9059-62b4-4967-a804-a63eda4f8657,30 mg,
11111f29-4bc4-4d5c-8f45-60b4a1205063,,05063 - NISTATINA (GOTAS) 100000 UI/mL 12 mL,NISTATINA (GOTAS),cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,100000 UI/mL 12 mL,
