uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
166994AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unsuccessful,,Misc,N/A,,,,,,,Infructueux,,,,,,,,,,,,,
166539AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contact details incorrect,,Finding,N/A,,,CIEL:166539;KenyaEMR:165074,,,,,,,,,,,,,,,,,
166537AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contact details missing,"Contact name, phone, etc. not available",Finding,N/A,,,CIEL:166537;KenyaEMR:165072,,,,,,,,,,,,,,,,,
166540AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contact locations details incorrect,,Finding,N/A,,,CIEL:166540;KenyaEMR:165075,,,,,,,,,,,,,,,,,
166538AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contact location details missing,,Finding,N/A,,,CIEL:166538;KenyaEMR:165073,,,,,,,,,,,,,,,,,
160432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dead,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
160119AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Currently taking ARV,,Misc,Coded,No;Unknown;Yes,,,,,,Prise d'ARV en cours,,ap pran arv,,,,,,,,,,,
5566AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Partner confirmed HIV+,"Answer on encounter form: ""Patient knows spouse or partner is HIV+""",Misc,N/A,,,AMPATH:5566;CIEL:5566,,,,,,,,,,,,,,,,,
36a3e671-9d60-4109-b41f-046f44f4b389,,Contact Outcome,Outcomes recorded after client tracing is done,Question,Coded,Contact came for HTS;Contact will test elsewhere;Partner confirmed HIV+;Refused Test,,,,,,,,,,,,,,,,,,,
a51f1923-80ff-422a-8c22-5d6fb39bcf67,,Final Outcome - Contact,Final outcome after contract tracing for 3 months,Question,Coded,Contact is far from this facility;Contact unwilling to come;Dead;Partner confirmed HIV+;Partner HIV tested;Unsuccessful;Will test elsewhere,,,,,,,,,,,,,,,,,,,
5240AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lost to followup,Patients that are lost to followup.. boolean question.,Question,Boolean,,,,,,,Perdu au suivi,,Pa't fÃ¨ swivi,,,,,,,,,,,
04dcb442-384c-41b5-9f0e-2fe24b977cb2,,Date booked for HIV Test,,Question,Date,,,,,,,,,,,,,,,,,,,,
24c9e221-bc34-4a41-8a2e-ffb7331890e1,,Booked for a HIV Test,,Question,Coded,No;Unknown;Yes,,,,,,,,,,,,,,,,,,,
e55c2b5c-24d9-4d2e-b994-b92aca421eca,,Not Contacted,Attempt to reach a client was unsuccessful,State,N/A,,,,,,,,,,,,,,,,,,,,
4b7e9d1a-201b-4a13-a6b7-f468aca123aa,,Calls not going through,Client called but call did not go through,State,N/A,,,,,,,,,,,,,,,,,,,,
a3c4407d-aa96-4a3e-9ec4-e954eb1b4661,,Not found at home,Client visited but not found at home,State,N/A,,,,,,,,,,,,,,,,,,,,
160415AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Moved away,Description of patient/family/etc. disposition.,Misc,N/A,,,,,,,DÃ©mÃ©nagÃ©,,Deplase ale,,,,,,,,,,,
1c62a3dc-7b1a-40b8-8280-2ad71b79f085,,Reason patient not contacted,,Question,Coded,Calls not going through;Contact location details missing;Contact locations details incorrect;Moved away;Not found at home,,,,,,,,,,,,,,,,,,,
159796AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Reason for missed visit,Free text field to document reason for missed visit.,Question,Text,,,CIEL:159796;SNOMED-MVP:1597961000105005,,,,,,,,,,,,,,,,,
eeba884c-67fc-4f03-be2e-8dd3eb64ae10,,Final status reached,Has a final status been reached,Question,Coded,No;Yes,,,,,,,,,,,,,,,,,,,
52e74b91-ad02-4efe-9715-6bf332114a45,,Client could not get an off from work/school,Reason a patient missed an appointment,Finding,N/A,,,,,,,,,,,,,,,,,,,,
1d7e550b-3252-4a34-87cf-50702aa8ff2b,,Had enough medications,Reason a client did not keep and appointment,Finding,N/A,,,,,,,,,,,,,,,,,,,,
1b9a90ef-d7cb-4ff2-ba5f-0757463fae0b,,COVID-19 Restrictions,,Finding,N/A,,,,,,,,,,,,,,,,,,,,
165610AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Exposure to COVID-19,,Finding,N/A,,,,,ExposiciÃ³n a COVID-19,,Exposition Ã  COVID-19,,,,,,,,,,,,,
162888AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient was seen in another health center,Question documenting whether the patient was previously seen in a different health center than the current one.,Question,Coded,,,,,,,,,,,,,,,,,,,,
162192AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient forgot to attend appointment,,Finding,N/A,,,,,,,Patient a oubliÃ© de participer au rendez-vous,,Pasyan bliye ale nan randevou,,,,,,,,,,,
124153AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Traveling,,Diagnosis,N/A,,,,,viajar,,En voyage,,En voyaj,,,,,,,,,,,
76072178-3545-4eb4-b5d0-55f59134d46a,,Reasons missed appointment,The reason a client missed a clinical appointment,Question,Coded,Client could not get an off from work/school;COVID-19 Restrictions;Exposure to COVID-19;Felt better and stopped taking medication;Had enough medications;Inpatient care or hospitalization;Patient forgot to attend appointment;Patient was seen in another health center;Traveling,,,,,,,,,,,,,,,,,,,
7557d77c-172b-4673-9335-67a38657dd01,,Antiretroviral (ART) plan,,Question,Coded,Change formulation;Change regimen;Restart ART therapy;Start drugs;Stop all,,,,,,,,,,,,,,,,,,,
797e0073-1f3f-46b1-8b1a-8cdad134d2b3,,Verification Complete,,Question,Coded,No;Unknown;Yes,,,,,,,,,,,,,,,,,,,
160730AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sister,female sibling,Misc,N/A,,,,,,,Soeur,,SÃ¨,,,,,,,,,,,
160728AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Daughter,female child,Misc,N/A,,,,,,,Fille,,Pitit fi,,,,,,,,,,,
160729AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Brother,male sibling,Misc,N/A,,,,,,,FrÃ¨re,,FrÃ¨,,,,,,,,,,,
160726AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Paternal grandmother,,Misc,N/A,,,,,,,Grand-mÃ¨re paternelle,,Grann patÃ¨nÃ¨l,,,,,,,,,,,
160727AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Son,male child,Misc,N/A,,,,,,,Fils,,Pitit gason,,,,,,,,,,,
160724AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Maternal grandfather,,Misc,N/A,,,,,,,Grand-pÃ¨re maternel,,Granpapa matÃ¨nÃ¨l,,,,,,,,,,,
160725AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Paternal grandfather,,Misc,N/A,,,,,,,Grand-pÃ¨re paternel,,Granpapa patÃ¨nÃ¨l,,,,,,,,,,,
160723AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Maternal grandmother,,Misc,N/A,,,,,,,Grand-mÃ¨re maternelle,,Grann matÃ¨nÃ¨l,,,,,,,,,,,
160273AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Grandfather,,Misc,N/A,,,,grand-father,Abuelo,,Grand-pÃ¨re,,GranpÃ¨,,,,,,,,,,,
159772AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Grandmother,family relation (mother of person's mother),Misc,N/A,,,,,Abuela,,Grand-mÃ¨re,,GranmÃ¨,,,,,,,,,,,
5620AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other family member,A general descriptive answer: a patient's other family member.,Misc,N/A,,,,,,,Autre membre de la famille,,LÃ²t manm nan fanmi an,,,,,,,,,,,
975AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Aunt,Family member.,Misc,Boolean,,,,,TIA,,Tante,,Matant,,,,,,,,,,,
974AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Uncle,Family member.,Misc,N/A,,,,,TÃ­o,,Oncle,,Tonton,,,,,,,,,,,
971AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Father,Family member.,Misc,N/A,,,,,Padre,,PÃ¨re,,Papa,,,,,,,,,,,
970AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mother,Family member.,Misc,N/A,,,,,Madre,,MÃ¨re,,Manman,,,,,,,,,,,
1560AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Family member,,Misc,Coded,Aunt;Brother;Child;Daughter;Father;Grandfather;Grandmother;Grandparent;Maternal grandfather;Maternal grandmother;Mother;Other family member;Parent;Partner or spouse;Paternal grandfather;Paternal grandmother;Sibling;Sister;Son;Uncle,,CIEL:1560;PIH:6441;SNOMED-CT:303071001,,,,Membre de la famille,,Manm fanmi an,,,,,,,,,,,
feba905e-d208-4124-8de9-58391fe88367,,By Who,,Question,Coded,Aunt;Brother;Child;Daughter;Father;Grandfather;Grandmother;Grandparent;Maternal grandfather;Maternal grandmother;Mother;Other family member;Parent;Partner or spouse;Paternal grandfather;Paternal grandmother;Sibling;Sister;Son;Uncle;Unknown,,,,,,,,,,,,,,,,,,,
f625d9fa-35c2-4c01-ac0c-d7ed98e14e14,,Other Vaccine,"A generic and descriptive answer which is a handwritten, non-coded response to What vaccine was administered?",Misc,Text,,,,,,,,,,,,,,,,,,,,
8742967d-8107-4cbb-a17e-9a8c7f624673,,Differentiated Care,Differentiated Care,Question,Coded,Start Differentiated Care Services;Stop Differentiated Care Serivces,,,,,,,,,,,,,,,,,,,
c52ecf45-bd6c-43ed-861b-9a2714878729,,Opportunistic Infection present,Does the patient have an opportunistic infection during this visit,Question,Coded,None;Opportunistic Infectious Disease;Unknown,,,,,,,,,,,,,,,,,,,
166519AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Screening not done,,Finding,N/A,,,,,,,,,,,,,,,,,,,,
c0661c0f-348b-4941-812b-c531a0a67f2e,,What was the TB screening outcome?,"Outcome of a systematic identification of people with suspected active TB, using tests, examinations or other procedures that can be applied rapidly.",Symptom/Finding,Coded,currently on tuberculosis treatment;Currently taking tuberculosis prophylaxis;Negative;Presumptive Tuberculosis;Screening not done,,OCT:TuberculosisScreeningOutcome,,,,,,,,,,,,,,,,,
160442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV encephalopathy,This is a neurological disorder associated with HIV infection and AIDS.,Diagnosis,N/A,,,,,,,EncÃ©phalopathie a VIH,,ansefalit ak VIH,,,,,,,,,,,
160007AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mycobacterium tuberculosis,Type of mycobacterium which can cause tuberculosis.,Misc,N/A,,,,M. tuberculosis,,,,,,,,,,,,,,,,
156590AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hepatitis C virus infection,,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
153466AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,herpes simplex type 2 infection,,Diagnosis,N/A,,,,,"infecciÃ³n por virus del herpes simple, tipo 2",,,,,,,,,,,,,,,
145872AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cerebral Cryptococcosis,"Meningeal inflammation produced by CRYPTOCOCCUS NEOFORMANS, an encapsulated yeast that tends to infect individuals with ACQUIRED IMMUNODEFICIENCY SYNDROME and other immunocompromised states. The organism enters the body through the respiratory tract, but symptomatic infections are usually limited to the lungs and nervous system. The organism may also produce parenchymal brain lesions (torulomas). Clinically, the course is subacute and may feature HEADACHE; NAUSEA; PHOTOPHOBIA; focal neurologic deficits; SEIZURES; cranial neuropathies; and HYDROCEPHALUS. (From Adams et al., Principles of Neurology, 6th ed, pp721-2)",Diagnosis,N/A,,,,,criptococosis cerebral,,,,,,,,,,,,,,,
142963AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cytomegalovirus infection,"Infection with CYTOMEGALOVIRUS, characterized by enlarged cells bearing intranuclear inclusions. Infection may be in almost any organ, but the salivary glands are the most common site in children, as are the lungs in adults.",Diagnosis,N/A,,,,,infecciÃ³n por citomegalovirus,,Infection au cytomegalovirus,,,,,,,,,,,,,
137480AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infection due to Candida Albicans,"Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)",Diagnosis,N/A,,,,,infecciÃ³n por Candida albicans,,,,,,,,,,,,,,,
128139AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pulmonary Cryptococcosis,Infection with a fungus of the species CRYPTOCOCCUS NEOFORMANS.,Diagnosis,N/A,,,,,criptococosis pulmonar,,,,,,,,,,,,,,,
127198AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Salmonella Septicaemia,"A genus of gram-negative, facultatively anaerobic, rod-shaped bacteria that utilizes citrate as a sole carbon source. It is pathogenic for humans, causing enteric fevers, gastroenteritis, and bacteremia. Food poisoning is the most common clinical manifestation. Organisms within this genus are separated on the basis of antigenic characteristics, sugar fermentation patterns, and bacteriophage susceptibility.",Diagnosis,N/A,,,,,septicemia por Salmonella,,Sepsie Ã  Salmonella,,,,,,,,,,,,,
120781AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cervical Intraepithelial Neoplasm,"A malignancy arising in uterine cervical epithelium and confined thereto, representing a continuum of histological changes ranging from well-differentiated CIN 1 (formerly, mild dysplasia) to severe dysplasia/carcinoma in situ, CIN 3. The lesion arises at the squamocolumnar cell junction at the transformation zone of the endocervical canal, with a variable tendency to develop invasive epidermoid carcinoma, a tendency that is enhanced by concomitant human papillomaviral infection. (Segen, Dictionary of Modern Medicine, 1992)",Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
120330AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Coccidioidomycosis,"Infection with a fungus of the genus COCCIDIOIDES, species C. immitis. The primary form is an acute, benign, self-limited respiratory infection due to inhalation of spores and varying in severity. The secondary form is a virulent, severe, chronic, progressive granulomatous disease with systemic involvement. (From Dorland, 27th ed)",Diagnosis,N/A,,,,,coccidioidomicosis,,Coccidiomycoses,,,,,,,,,,,,,
117514AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Histoplasmosis,"Infecton resulting from inhalation or ingestion of spores of the fungus of the genus HISTOPLASMA, species H. capsulatum. It is worldwide in distribution and particularly common in the midwestern United States. (From Dorland, 27th ed)",Diagnosis,N/A,,,,,histoplasmosis,,,,,,,,,,,,,,,
116322AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Leukoencephalopathy,,Diagnosis,N/A,,,,,leucoencefalopatÃ­a,,,,,,,,,,,,,,,
116104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malignant Lymphoma,A general term for various neoplastic diseases of the lymphoid tissue.,Diagnosis,N/A,,,,,linfoma maligno (clÃ­nico),,,,,,,,,,,,,,,
114100AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pneumonia,Inflammation of the lungs.,Diagnosis,N/A,,,,,neumonÃ­a,,Peumonie,,Nemoni,,,,,,,,,,,
111759AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hepatitis B,,Diagnosis,N/A,,,,,hepatitis viral tipo B,,HÃ©patite B,,,,,,,,,,,,,
5355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Toxoplasmosis,"WHO Stage 4 Conditions - Toxoplasmosis, CNS",Diagnosis,Boolean,,,,,Toxoplasmosis,,Toxoplasmose,,,,,,,,,,,,,
882AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pneumocystis carinii pneumonia,Diagnosis of pneumocystis pneumonia.,Diagnosis,N/A,,,,,,,Pneumonie Ã  pneumocystis,,Nemoni pneumocystis karinii,,,,,,,,,,,
823AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Wasting syndrome,Clinical diagnosis of a patient with extreme weight loss.  Used in both WHO and CDC HIV staging.,Diagnosis,N/A,,,,,,,Syndrome cachectique,,Po ven zo,,,,,,,,,,,
6bdf2636-7da1-4691-afcc-5eede094138f,,Current HIV related opportunistic infections,List of current HIV related opportunistic infections that the patient has,Diagnosis,Coded,Cerebral Cryptococcosis;Cervical Intraepithelial Neoplasm;Coccidioidomycosis;Cytomegalovirus infection;Hepatitis B;hepatitis C virus infection;herpes simplex type 2 infection;Herpes zoster;Histoplasmosis;HIV encephalopathy;Infection due to Candida Albicans;Leukoencephalopathy;Malignant Lymphoma;Mycobacterium tuberculosis;Pneumocystis carinii pneumonia;Pneumonia;Pulmonary Cryptococcosis;Salmonella Septicaemia;Toxoplasmosis;Wasting syndrome,,,,,,,,,,,,,,,,,,,
ec8b1fb4-fad1-47ae-859e-b70ecb8c5533,,State of HIV Testing Algorithm,"A HIV Testing encounter starts as ""Not Done""  then becomes ""Incomplete"" before finally having a status of "" Completed""",Question,Coded,Completed;Incomplete;Not done,,,,,,,,,,,,,,,,,,,
51269164-ce0b-47c9-a81f-f15d9b848644,,Facility ARV Distribution Group,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
2ae36671-2df2-4d03-ab0e-e00bfc899616,,Facility based group,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
59f34bfe-4375-461c-88a6-bd3d82ee7b79,,Facility based DSD Model,,Misc,Coded,Express pharmacy pickup without clinician visit;Facility ARV Distribution Group;Facility based group;Facility group medication distribution;Standard pharmacy pickup following clinician visit,,,,,,,,,,,,,,,,,,,
f375b807-b470-4009-98c8-adebffb97d7f,,Express Care (Fast Track Drug Refill),,Misc,N/A,,,,,,,,,,,,,,,,,,,,
cf8de440-a26b-4c8c-8c43-f7ce7d2cd4fb,,Community Dispensing,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
e8616121-6f0c-493e-8ec6-1b2bec7ccfb4,,Community ARV Distribution â Peer Led,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
edc52b98-f1ca-40b3-8106-e6416bbf7ee5,,Community ARV Distribution â HCW Led,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
52824cbe-0e4d-4c18-8179-80b5799f34ed,,Community Based DSD Model,,Misc,Coded,"Community ARV Distribution â HCW Led;Community ARV Distribution â Peer Led;Community medication distribution, healthcare worker led;Community medication distribution, peer led",,,,,,,,,,,,,,,,,,,
722c7801-eb9f-4069-b9fc-b782eb2f77af,,DSD Model,,Question,Coded,Community Based DSD Model;Facility based DSD Model,,,,,,,,,,,,,,,,,,,
46a17ff2-c8dc-4d9b-a967-e674cc2adde5,,Reason for Discontinuing DSD,,Question,Coded,Standard pharmacy pickup following clinician visit;Unknown;Unstable Client,,,,,,,,,,,,,,,,,,,
135588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Loss of Taste,"Complete or severe loss of the subjective sense of taste, frequently accompanied by OLFACTION DISORDERS.",Diagnosis,N/A,,,3BT:10091167;CIEL:135588;ICPC2:N16;IMO-ProblemIT:300621;SNOMED-CT:36955009,Ageusia,PÃ©rdida de gusto,,Perte de goÃ»t,,,,,,,,,,,,,
126319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sneezing,,Diagnosis,N/A,,,AMPATH:878;CIEL:126319;ICD-10-WHO:R06.7;IMO-ProblemIT:27443;PIH-Malawi:878;SNOMED-CT:76067001,,estornudo,,,,,,,,,,,,,,,
117399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hypertension,Persistently high arterial blood pressure. Currently accepted threshold levels are 140 mm Hg systolic and 90 mm Hg diastolic pressure.,Diagnosis,N/A,,,CIEL:117399;IMO-ProblemIT:86491;SNOMED-CT:38341003,,,,Hypertension artÃ©rielle,HTA,IpÃ¨tansyon,,,,,,,,,,,
bb68ce09-a3e3-4d01-8671-6944462ad33e,,Passive Refferal Approach,,Symptom/Finding,Text,,,,,,,,,,,,,,,,,,,,
2b05a01a-b628-4bef-9693-28f32803bb78,,Dual Refferal Approach,,Symptom/Finding,Text,,,,,,,,,,,,,,,,,,,,
495b592f-3f9e-4ac4-ae74-767e8b6ad322,,Provider Refferal Approach,,Symptom/Finding,Text,,,,,,,,,,,,,,,,,,,,
0564d564-a45d-4e1b-a3ce-7b19d012c5a7,,Contract Refferal Approach,,Symptom/Finding,Text,,,,,,,,,,,,,,,,,,,,
8a211f7d-169f-44a4-9fc2-f1c39bbdb492,,PNS Refferal Approach,,Question,Coded,Contract Refferal Approach;Dual Refferal Approach;Passive Refferal Approach;Provider Refferal Approach,,,,,,,,,,,,,,,,,,,
166517AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Shares drug injecting equipment,,Finding,N/A,,,,,,,,,,,,,,,,,,,,
2ab60e5a-c40e-40d1-9a04-9b7b2ce0af28,,Index types,,Question,Coded,Child;Partner or spouse;Shares drug injecting equipment,,,,,,,,,,,,,,,,,,,
953f6271-57ef-414e-bdba-fe9e0246db58,,How OftenThreatened,How often partner was threatened,Misc,Numeric,,,,,,,,,,,1000,,,0,,,,,0,
1dd53a22-2e8f-425b-8ba4-59172ed3fafe,,How Often Sexually Molested,How Often Partner Sexually Molested,Test,Numeric,,,,,,,,,,,1000,,,0,,,,,0,
513260c4-5f9d-4a28-9665-155b61544f5f,,How Often Physical,,Test,Numeric,,,,,,,,,,,1000,,,0,,,,,0,
4ea7ab72-4ce8-46b0-bef4-1940386b20ad,,Actual scheduled visit date,Date a client was scheduled for when they show up for an unscheduled visit,Question,Date,,,,,,,,,,,,,,,,,,,,
70057AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir sulfate,,Drug,N/A,,,CIEL:70057;RxNORM:221052;SNOMED-CT:412075008,,,,,,,,,,,,,,,,,
162156AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient-generated history: Hospitalizations and operations section text,,Question,Text,,,CIEL:162156,,,,"Histoire d'hospitalisations et opÃ©rations du patient, section texte",,"Istwa ospitalizasyon ak operasyon pasyan,seksyon tÃ¨ks",,,,,,,,,,,
158493AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,premenopausal patient,,Diagnosis,N/A,,,CIEL:158493;IMO-ProblemIT:734450;SNOMED-CT:22636003,,,,,,,,,,,,,,,,,
148989AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Amenorrhea,Absence of menstruation.,Diagnosis,N/A,,,3BT:10005112;AMPATH:2060;CIEL:148989;ICD-10-WHO:N91.2;IMO-ProblemIT:37903;SNOMED-CT:14302001,,amenorrea,,Amenorrhee,,Reg pa vini,,,,,,,,,,,
164805AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,VIA screening for women aged between 30-49 years,,Misc,N/A,,,CIEL:164805,,,,,,,,,,,,,,,,,
164364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Serum creatinine (mg/dL),"Laboratory test that determines a blood serum creatinine level. Often used with BUN to assess kidney function. Units of mg/dL. If desired units are umol/L, use CIEL:790",Test,Numeric,,,CIEL:164364,Cr (mg/dl),,,CrÃ©atinine (mg/dL),,Kreyatinin (mg/dL),,,,,0,,,mg/dL,,1,
163613AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cryptococcus Sp Ag presence in serum test,"A lab test that detects cryptococcal antigen (abbreviated âCrAgâ), an indicator of infection, in serum The antigen test can detect cryptococcal antigen in serum a median of 22 days before symptoms of meningitis develop.",Test,Text,,,CIEL:163613;SNOMED-CT:315107005,,,,Test prÃ©sence Cryptococcus Sp Ag dans le de sÃ©rum,,tÃ¨s prezans Cryptococcus Sp Ag nan  sewÃ²m,,,,,,,,,,,
162096AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Urine dipstick for blood,,Test,Coded,Negative,,CIEL:162096;SNOMED-CT:270894005,,,,Bandelette urine de sang,,BandlÃ¨t pipi pou san,,,,,,,,,,,
161442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Urine ketone test,,Test,Coded,Negative,,CIEL:161442;IMO-ProcedureIT:26740568;LOINC:22702-5;SNOMED-CT:167285005,,,,Test de cÃ©tone d'urine,,TÃ¨s mezire aceeton nan pipi,,,,,,,,,,,
161440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Urine nitrite test,This test is utilized to screen for urinary tract infection,Test,Coded,Indeterminate;Negative;Positive.,,CIEL:161440;IMO-ProcedureIT:1060258;LOINC:20407-3;SNOMED-CT:73392001,,,,"Nitrite, urine",,tÃ¨s nitrite nan pipi,,,,,,,,,,,
161471AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hepatitis C antibody spot test,,Test,Coded,Indeterminate;Negative;Positive.,,CIEL:161471;LOINC:22327-1,,,,Test anticorps anti-hÃ©patite C,,,,,,,,,,,,,
161439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Urine specific gravity,,Test,Numeric,,,CIEL:161439;IMO-ProcedureIT:929097;LOINC:2965-2;SNOMED-CT:310406009,,,,GravitÃ© spÃ©cifique de l'urine,,Espesifik gravite pipi,,1.1,,1.035,1,,,,,1,
161232AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cytomegalovirus antigen test,,Test,Coded,Negative;Positive.,,CIEL:161232;SNOMED-CT:134287002,CMV antigen test,,,,,,,,,,,,,,,,
161156AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Culture and sensitivity, urine","This is the process where urine sample of a patient is incubated in different culture media to grow the micro-organism and once it is grown and isolated, sensitivity of the micro-organism to different antibiotics is also tested.",Test,Text,,,CIEL:161156;IMO-ProcedureIT:930692;LOINC:630-4,,,,Culture et sensibilitÃ© l'urine,,Kilti ak sansiblite pipi,,,,,,,,,,,
160708AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Toxoplasma IgG antibody test,,Test,Coded,Negative;Not done;Positive.,,CIEL:160708,,,,,,,,,,,,,,,,,
159869AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"sputum for acid fast bacilli, five months",AFB test after 5 months of treatment,Test,N/A,,,CIEL:159869;SNOMED-MVP:1598691000105005,,,,,,,,,,,,,,,,,
159867AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"sputum for acid fast bacilli, two months",AFB test after 2 months on treatment,Test,N/A,,,CIEL:159867;SNOMED-MVP:1598671000105009,,,,,,,,,,,,,,,,,
159866AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"sputum for acid fast bacilli, zero month",Sputum for acid fast bacilli sent on the day of therapy or before one month of therapy.,Test,N/A,,,AMPATH:2304;CIEL:159866;SNOMED-MVP:1598661000105007,,,,,,,,,,,,,,,,,
159734AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Glucose measurement, qualitative, urine",,Test,Coded,Negative;Positive.;Unknown,,CIEL:159734;SNOMED-CT:69376001,,,,,,,,,,,,,,,,,
159647AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cerebrospinal fluid glucose,Measurement of glucose in CSF sample in mg/dL,Test,Numeric,,,CIEL:159647;IMO-ProcedureIT:934941;LOINC:2342-4;SNOMED-CT:365815007,CSF glucose,,,,,,,,,,,,,mg/dL,,1,
